id,clean_customer,gold_intent,gold_escalate,gold_escalate_reason,notes
g151,"Hi, I spoke to online assist who said a refund was issued on 14th. This has not reached me &amp; no one else seems willing to look into this.",REFUND_AND_RETURN,True,Refund/return issue requires resolution or financial follow-up.,clear intent from the user message
g152,The email telling me it had been dispatched stated incredibly clearly that it would be arriving on the 17th. This has been a major inconvenience and I am not paying for a service that hasn’t been carried out,ORDER_STATUS,False,No escalation needed; standard support handling is sufficient.,clear intent from the user message'
g153,"Thanks, already returned the product, just check the replacement should be better one.",REFUND_AND_RETURN,True,Refund/return issue requires resolution or financial follow-up.,clear intent from the user message
g154,"Hi there, is there anyway of still getting my parcel today? Ive spoken to amazon and they delayed it till Monday.",DELIVERY_DELAY,False,Can be autohandled if in seroius cases asked them to DM us for further support,clear intent from the user message
g155,just got in and my delivery had been left in our recycling box. I have a cd with a cracked case and a wet book 🙁,WRONG_DAMAGED_ITEM,True,"Damaged, defective, missing, or incorrect item requires support.",clear intent from the user message
g156,How can I provide feedback on order status? Order shows that I haven't received 2 boxes I received and have received 1 I haven't,ORDER_STATUS,False,No escalation needed; standard support handling is sufficient.,clear intent from the user message
g157,Order# 405-0655258-6833904 tracking 215172394295 FRAUDULENT DELIVERY UPDATE- ATS service is pathetic #FAIL #AMAZON,ORDER_STATUS,True,Order/tracking issue may need investigation.,Clear single intent from message.
g158,Oh look I found the“resident” w/my package left @ door. And I paid xtra 4 this crap service. I don’t like liars hv U figured this out yet?,UNCLEAR_VAGUE,True,Escalation needed cause it is a unclear vague,It’s a unclear vague
g159,or does it depend on where they have to be shipped back to.,UNCLEAR_VAGUE,True,Escalation needed cause it is a unclear vague,It’s a unclear vague
g160,"waited all day for my parcel which should have come by 8pm. Now tracking says “sorry, come back in a week”. Not good enough!",ORDER_STATUS,False,No escalation needed; standard support handling is sufficient.,clear intent from the user message
g161,still waiting for the email! Nothing in the junk folder. Worried it won’t be fixed on time for shopping next Friday!,DELIVERY_DELAY,False,Can be autohandled if in seroius cases asked them to DM us for further support,clear intent from the user message
g162,"Now the courier service have even stopped attempting delivery. And according to Amazon definition ""earliest"" means more delay.",DELIVERY_DELAY,False,Can be autohandled if in seroius cases asked them to DM us for further support,clear intent from the user message
g163,WooW It's 25 days &amp; still item couldn't deliver . today refund of Rs531.25 instead of Rs625.Order id-402-0138261-0371543,REFUND_AND_RETURN,True,Refund/return issue requires resolution or financial follow-up.,clear intent from the user message
g164,Hey  why is there no option for weekend deliveries anymore on Prime?,UNCLEAR_VAGUE,True,Escalation needed cause it is a unclear vague,It’s a unclear vague
g165,this takes me to a log in page?.. I can't find the information required without logging in...which i cannot do :(,ACCOUNT_ACCESS,True,"Account, login, password, or security issue requires support.",clear intent from the user message
g166,Too late we already cancelled our order I just had to run out and find a store that had the item in stock because I need it first in the AM. You need to hold your partners to higher standard it reflects poorly on you as a company. Not sure why we bother paying extra for prime,DELIVERY_DELAY,False,Can be autohandled if in seroius cases asked them to DM us for further support,clear intent from the user message
g167,Which courier? Is it  by any chance?,ORDER_STATUS,False,No escalation needed; standard support handling is sufficient.,they need to know the transport is occuring through which courier so we let it under order status
g168,Tell me why it’s not on my other steamin devices that ALSO have prime streaming. Can’t mirror from my phone to Apple TV either. Dumb,DIGITAL_CONTENT_APP,False,No escalation needed; standard support handling is sufficient.,clear intent from the user message
g169,and it's quite obvious customer isn't that important. Not a sorry for the inconvenience to be heard. Got yo be a better way.,UNCLEAR_VAGUE,True,Escalation needed cause it is a unclear vague,It’s a unclear vague
g170,"You just linked to a page that requires me to sign in. And it's clear from the lengthy notes I sent you, I can't log in... fml.",ACCOUNT_ACCESS,True,"Account, login, password, or security issue requires support.",clear intent from the user message
g171,"Hey  this is not camp kern property, every delivery to this location has ben botched in some fashion. Please fix this issue.",UNCLEAR_VAGUE,True,Escalation needed cause it is a unclear vague,It’s a unclear vague
g172,"very bad delivery...for one day deliver they are taking 2days...
still product not delivered",DELIVERY_DELAY,False,Can be autohandled if in seroius cases asked them to DM us for further support,seema like delivery delay
g173,"Well, there are a lot of books in that Justice League sale. Usually titles that are for sale at Comixology are for sale at Kindle Store as well. Just for example, Justice League (2016-) vol. 1 The Extinction Machines is $5.99 at CMX and $10.24 at Kindle Store",DIGITAL_CONTENT_APP,False,No escalation needed; standard support handling is sufficient.,clear intent from the user message
g174,i was call customer care 30+ times for 1 order for refund..but amazon just timepass with me.daily make new promises,REFUND_AND_RETURN,True,Refund/return issue requires resolution or financial follow-up.,clear intent from the user message
g175,You promptly gave me a defective piece in 4 days . What is the guarantee that I will not get a defective one whole replacing it ?,WRONG_DAMAGED_ITEM,True,"Damaged, defective, missing, or incorrect item requires support.",clear intent from the user message
g176,"just lost my business for a while.  A Prime order shouldn't take over a week to get to my house (especially when the warehouse is two towns over), the cancellation is a mess, and their representatives are liars.  I want my money back!",REFUND_AND_RETURN,True,Refund/return issue requires resolution or financial follow-up.,clear intent from the user message
g177,Die richten Brüller fehlen irgendwie noch! Kommt da nochwas ?? #CyberMondayWoche #BlackFriday,UNCLEAR_VAGUE,True,Escalation needed cause it is a unclear vague,It’s a unclear vague
g178,"I contacted your support too, from last 16 days, everyday. They say pickup showing cancelled, while item has been picked up already.",UNCLEAR_VAGUE,True,Escalation needed cause it is a unclear vague,It’s a unclear vague
g179,I filled this form twice already you can check your database,UNCLEAR_VAGUE,True,Escalation needed cause it is a unclear vague,It’s a unclear vague
g180,it’s been two months i did not received any refund as my product did not deliver. After 100 mails no one bother to solve the problem. My first EMI got deducted. And still cs doesn’t care!! Disappointed,REFUND_AND_RETURN,True,Refund/return issue requires resolution or financial follow-up.,clear intent from the user message
g181,"requested for return since 2 weeks, no refund yet. Item was returned long back. Called the support, they said refund will be done!",REFUND_AND_RETURN,True,Refund/return issue requires resolution or financial follow-up.,clear intent from the user message
g182,"Worst #CX in a very long time : according to  my package is in 2 places at the same time, 130 km apart, no link to  but when I copy paste my tracking number there, it’s in a 3rd place, available for pickup from a date stated on a non-existing card #Fail",ORDER_STATUS,False,No escalation needed; standard support handling is sufficient.,clear intent from the user message
g183,Hi . I'd like to cancel an order which should have been delivered on Friday and still hasn't arrived. Please can you tell me how?,DELIVERY_DELAY,False,Can be autohandled if in seroius cases asked them to DM us for further support,clear intent from the user message
g184,Hi KJ! My order # is 114-4756629-6504233. Returning something and when it’s funded I will be re-ordering something similar. Help?,REFUND_AND_RETURN,True,Refund/return issue requires resolution or financial follow-up.,clear intent from the user message
g185,"I did, was given another refund for an item that was damaged and an apology.",WRONG_DAMAGED_ITEM,True,"Damaged, defective, missing, or incorrect item requires support.",seema like they got a refund for a damaged item
g186,Tan puntales como siempre   #ProjectScorpio #XboxOneX #AmazonPrime,UNCLEAR_VAGUE,True,Escalation needed cause it is a unclear vague,It’s a unclear vague
g187,Cheated me by selling a damaged item and now not replacing it. Please be aware.,WRONG_DAMAGED_ITEM,True,"Damaged, defective, missing, or incorrect item requires support.",clear intent from the user message
g188,"Took Amazon India Prime membership,Since then every month 799 is being deducted from my credit card. #Refund",REFUND_AND_RETURN,True,Refund/return issue requires resolution or financial follow-up.,clear intent from the user message
g189,"I have had an unpleasant experience dealing with Amazon with reference to order no # 408-5217257-7653153, from delivery, to return pickup and now refund has been delayed a lot",REFUND_AND_RETURN,True,Refund/return issue requires resolution or financial follow-up.,they faced several isues and the final issue was a delivery delay
g190,"I'm not certain, so I don't want to blame anyone! But one of the issues definitely wasn't down to the carrier anyway; one package was supposed to contain two items, but only one was there. My account says I've received the entire order, but I haven't. :-/",WRONG_DAMAGED_ITEM,True,"Damaged, defective, missing, or incorrect item requires support.",wrong item so we consider under wrong or damaged item 
g191,still waiting on resolution to my a-z claim filed 2 weeks ago. Now have to wait 24 hours for answer. Really?,UNCLEAR_VAGUE,True,Escalation needed cause it is a unclear vague,seems like it not under a intent it was a they didn't got a good custmer response so we make it under unclear vague and escalate
g192,Your Contact us form doesn't seem to have a drop down option for Returned packages.,REFUND_AND_RETURN,True,Refund/return issue requires resolution or financial follow-up.,clear intent from the user message
g193,"And this, every time I login, is seriously pi$$ing me off.",ACCOUNT_ACCESS,True,"Account, login, password, or security issue requires support.",clear intent from the user message
g194,"If an e mail account has been hacked and can't be accessed, how else can you retrieve the link to reset Amazon password?",ACCOUNT_ACCESS,True,"Account, login, password, or security issue requires support.",clear intent from the user message
g195,"I ordered a Book 5 days Ago , I want to return it , but I throwed off the package box and bill , Can I return it ?",REFUND_AND_RETURN,True,Refund/return issue requires resolution or financial follow-up.,it seems like a refund and return so we make it under return
g196,"It's USPS - it isn't coming today. It is supposed to come USPS and they only deliver once a day, plus according to tracking it hasn't even been turned over to USPS. Happens a lot lately.",DELIVERY_DELAY,False,Can be autohandled if in seroius cases asked them to DM us for further support,cllearly seems like delivery delay
g197,"Over the past 3 days I've wasted 2 of those days waiting in for deliveries that were with your couriers (as per tracking information), one turned up 24hrs after it was supposed to, the other which was due to arrive yesterday might now not arrive until the 24th ! #AWFULSERIVCE",ORDER_STATUS,True,Order/tracking issue may need investigation.,clear intent from the user message
g198,Friend ordered a new phone. Got broken screen in box.,WRONG_DAMAGED_ITEM,True,"Damaged, defective, missing, or incorrect item requires support.",clear intent from the user message
g199,I purchased a tv and got notification it was sent then today I contacted seller for tracking info and got notification that the,ORDER_STATUS,False,No escalation needed; standard support handling is sufficient.,clear intent from the user message
g200,Pela dificuldade de comprar bons livros em papel acabei migrando para o #Kindle e a experiência tem sido ótima. A Amazon tem um vasto acervo de livros digitais!,DIGITAL_CONTENT_APP,False,No escalation needed; standard support handling is sufficient.,clear intent from the user message
g201,", got my #XboxOneX #ProjectScorpio edition today but the controller is defective and the analog stick gets stuck... can i get a replacement controller?",WRONG_DAMAGED_ITEM,True,"Damaged, defective, missing, or incorrect item requires support.",clear intent from the user message
g202,"Dear  , why can't your delivery people find my place for three days? Prime and order are now both cancelled. #samedayfail #neveragain",UNCLEAR_VAGUE,True,Escalation needed cause it is a unclear vague,It’s a unclear vague
g203,where is my order Order# 407-9706706-5437961,ORDER_STATUS,False,No escalation needed; standard support handling is sufficient.,hey wanna know about the delivery status
g204,what happened to amazon locker katze in vancouver? Did it close?,UNCLEAR_VAGUE,True,Escalation needed cause it is a unclear vague,It’s a unclear vague
g205,com quem eu recebo suporte pro prime video?,DIGITAL_CONTENT_APP,False,No escalation needed; standard support handling is sufficient.,clear intent from the user message
g206,"Firestick remote is broken, normally use the app but had to update WiFi router so now no access to settings, replacement (1/2)",WRONG_DAMAGED_ITEM,True,"Damaged, defective, missing, or incorrect item requires support.",clear intent from the user message
g207,First it stated I made the date change request which I didn’t. Now it’s changed to delivery delay,DELIVERY_DELAY,False,Can be autohandled if in seroius cases asked them to DM us for further support,clear intent from the user message
g208,"Originally, the estimated delivery date was for Wed 11/15 with two other items, which did come Wednesday.. now it says ups does not have a delivery date, just somewhere between 17-18 ☹️",ORDER_STATUS,False,No escalation needed; standard support handling is sufficient.,clear intent from the user message
g209,"2/2 Myself &amp; others have discovered programming problems that since #JULY 's programmers have refused to fix  - Here is one - See video:
  #badcustomerservice",UNCLEAR_VAGUE,True,Escalation needed cause it is a unclear vague,It’s a unclear vague
g210,"Hi, that link says they're out for delivery, arriving today, but current status on both on tracking link from e-mail is: ""your packages may be lost.""  They were due to arrive on Nov 7th, ordered on 5th.",ORDER_STATUS,True,Order/tracking issue may need investigation.,Clear single intent from message.
